dis_detail_id,Latitude,Longitude,Sample Date,nir,green,swir16,swir22,red,blue,NDVI,NDWI,MNDWI,NDMI,Turbidity
26,-25.99136,27.84208,10-01-2011,17846.0,11441.0,15773.5,12237.5,11574.0,10533.5,0.2131883072739625,-0.21869771571004126,-0.1591982215363128,0.06164577105548844,1.0987800825936194
27,-26.73806,27.59194,10-01-2011,9156.0,9303.0,8008.5,7740.0,9016.5,8913.5,0.0076764341725133,0.007963594994311676,0.07477688241920069,0.06685309796382029,1.0115555056935994
28,-26.45,28.085833,10-01-2011,15210.5,10610.0,17909.5,14134.0,12540.0,9502.5,0.0962325003153092,-0.17817238240932526,-0.2559476849173364,-0.08149154589371956,1.3196527229676265
29,-30.86013889,29.07125,10-01-2011,14302.5,10977.0,9986.0,9142.0,12359.5,9687.5,0.0728752531693043,-0.1315492790601075,0.047273768067547364,0.1777178500113215,1.2758193548386965
30,-27.356667,27.286389,10-01-2011,16487.0,9363.0,12018.0,9248.0,9120.0,8714.5,0.2876947709610642,-0.27558994197291964,-0.1241756699873714,0.15677951236625098,1.0465316426645126
31,-27.01011111,26.69808333,11-01-2011,11884.5,10504.0,8928.5,8266.5,10728.5,9412.5,0.0511210365718832,-0.06166112066462666,0.08107551781808785,0.14202661797914698,1.1398140770252203
32,-25.73411,27.21422,11-01-2011,22388.0,17834.0,22217.0,18032.0,18217.0,16693.0,0.1027213397364854,-0.11322162000895004,-0.10943546977603527,0.003833650935993714,1.0912957527107106
33,-26.98472222,26.63227778,11-01-2011,13683.0,10207.0,14011.5,11585.0,10148.5,9416.5,0.1483121079243851,-0.14550020929259044,-0.15709065383900672,-0.01186156095975731,1.0777358891307696
34,-27.398611,26.614722,11-01-2011,16073.5,9888.0,12823.0,10403.5,9602.0,9251.0,0.2520496192868678,-0.23825664926910914,-0.1292325304918316,0.1124876715173114,1.0379418441249482
35,-27.671111,27.236944,11-01-2011,15423.0,11010.5,13797.5,11795.0,11624.5,9758.5,0.1404381181255194,-0.16692832958178008,-0.11234279264753261,0.055628753785869324,1.1912179125890128
36,-29.160278,26.573333,11-01-2011,,,,,,,,,,,
37,-34.250556,20.9925,11-01-2011,12126.5,8986.5,13040.5,10883.5,9192.0,8516.0,0.1376503975420403,-0.1487235352626337,-0.18404685159122813,-0.036317399769539335,1.0793799906059056
38,-25.45963889,28.26430556,11-01-2011,13758.0,10141.0,14462.0,12486.5,11143.5,9140.0,0.104993675079814,-0.15134524457090193,-0.1756289883347552,-0.024946846208362777,1.2192013129102712
39,-25.81048333,27.90955222,12-01-2011,16735.5,9753.5,13636.0,10516.5,9498.0,8760.5,0.2758877008405273,-0.2635811091396419,-0.1659932875863094,0.10205291144658611,1.0841846926545164
40,-27.273889,28.49,12-01-2011,11580.5,9175.0,8519.5,7796.0,9511.0,8491.5,0.0981200957731783,-0.11589699115896936,0.03704540959055053,0.15228855721392962,1.1200612377082833
41,-27.4275,28.525833,12-01-2011,17067.0,10872.0,18632.0,16108.0,11748.0,9266.0,0.1845913586673601,-0.22173306131214354,-0.26301518438177784,-0.04383876299055983,1.2678609971940291
42,-28.883333,27.89,12-01-2011,14161.0,8894.5,11600.0,9436.5,8863.5,8220.5,0.2300810006731949,-0.22842705645073746,-0.13201102734880027,0.09941384263033229,1.0782190864302528
43,-27.00222,28.76528,13-01-2011,11704.5,9883.0,10504.0,9608.5,10259.5,8984.5,0.0657894736842102,-0.08437753329473037,-0.03046058762937151,0.05405587950559446,1.1419110690633745
44,-27.02314,28.59389,13-01-2011,11340.0,9893.0,11208.0,9853.0,10060.0,8858.0,0.0598130841121492,-0.06814863655630356,-0.062319321359177,0.005854177754124509,1.1356965454955843
45,-30.534167,24.961944,13-01-2011,14995.5,10973.5,13539.0,11235.5,10943.5,9896.0,0.1562126527622493,-0.15487696869344159,-0.10466088730239631,0.05104347368974382,1.105850848827798
46,-28.460833,21.248889,13-01-2011,15107.0,11862.0,12899.0,11587.5,12598.0,10731.0,0.0905612705287851,-0.1203233341985238,-0.04188037639836824,0.0788402485181744,1.1739819215357266
47,-29.658056,25.973333,14-01-2011,13261.5,10901.5,11641.0,9597.0,11325.0,9528.0,0.0787627356476111,-0.0976699913090258,-0.03280470222912262,0.06507378777231176,1.1886020151133376
48,-28.760833,17.730278,16-01-2011,11190.0,11500.0,7638.0,7645.0,12802.0,9593.0,-0.0671890630210067,0.01366240634640805,0.20179747100010348,0.18865519439133108,1.3345147503387749
49,-25.513889,31.224444,17-01-2011,14941.5,9290.5,13994.0,11081.0,9680.5,8646.0,0.2136707009991056,-0.23320402773192378,-0.20200133135776935,0.032745243731748086,1.1196507055285552
50,-26.861111,28.884722,17-01-2011,17864.0,9620.0,13916.0,10879.5,9304.5,8692.0,0.315052358429798,-0.29995633823315276,-0.18252889191026436,0.12422907488986745,1.0704670961803835
51,-31.554722,29.245556,17-01-2011,19109.0,9449.0,13640.5,10112.5,8787.5,8559.0,0.3699926514078814,-0.3382589817214079,-0.18153273132809208,0.1669796485442521,1.02669704404719
52,-28.058889,30.373611,17-01-2011,14916.0,9121.5,13432.5,10732.5,9152.0,8391.5,0.2394881170018271,-0.24106084243369635,-0.19114126097366238,0.052330811154029135,1.0906274206041695
53,-25.127778,27.628889,18-01-2011,8153.5,5285.0,7924.0,5974.5,5247.5,5029.0,0.2168494888441144,-0.21345388250176572,-0.19978802331743356,0.014274607370548816,1.0434480015907528
54,-25.20639,27.558,18-01-2011,14578.5,10716.0,10909.5,9248.5,10416.5,10184.0,0.1665133026605314,-0.15270118009843978,-0.00894776999375733,0.143950094161958,1.022829929300854
55,-24.69514,27.40906,18-01-2011,15802.0,10738.0,11870.0,9441.0,10400.0,9752.0,0.2061674681322028,-0.19080633006782144,-0.05007077140835081,0.14209309048858002,1.0664479081214
56,-25.681111,31.783333,18-01-2011,12727.0,10766.5,9949.0,8956.0,10965.0,9570.5,0.0743710957285156,-0.08344861344627202,0.039463203881151605,0.1225083789028042,1.1457081657175576
57,-27.802778,28.768333,18-01-2011,13428.0,9906.5,11604.5,9706.5,10284.5,8951.0,0.132567211386399,-0.15091388287728408,-0.07893635814234541,0.0728453011085586,1.148977767847155
58,-27.398611,26.614722,18-01-2011,16073.5,9888.0,12823.0,10403.5,9602.0,9251.0,0.2520496192868678,-0.23825664926910914,-0.1292325304918316,0.1124876715173114,1.0379418441249482
59,-31.104278,29.399722,18-01-2011,,,,,,,,,,,
60,-31.396,29.2651,18-01-2011,12488.0,11912.0,8794.0,8193.0,13003.0,9896.0,-0.0202032089757168,-0.023606557377049087,0.15058437167970565,0.17357391222629373,1.3139652384801808
61,-33.38056,19.30167,18-01-2011,15174.5,10592.0,15982.0,13693.5,11022.5,9536.5,0.1584914303164478,-0.17784720470378138,-0.2028298336720095,-0.025917545295524126,1.155822366696365
62,-33.31388889,19.07472222,18-01-2011,13522.5,9621.0,12786.0,10818.5,9965.0,8801.5,0.1514635444385305,-0.16857865059303836,-0.14125050207524373,0.027994754547009417,1.132193376129056
63,-27.495556,26.074722,18-01-2011,18008.0,11044.0,17434.0,13950.0,11481.0,9454.0,0.2213367696429169,-0.23970810959658462,-0.22438373481283722,0.016195474296032908,1.2144066003807783
64,-24.39619444,27.08983333,19-01-2011,,,,,,,,,,,
65,-26.970278,27.211111,19-01-2011,10080.0,11040.0,7807.5,7735.0,11496.0,9772.0,-0.065628476084538,0.04545454545454524,0.17150815758058008,0.127044025157232,1.176422431436746
66,-26.880278,26.965,19-01-2011,14616.0,9659.0,14087.0,10936.5,9355.0,8695.0,0.2194735305160393,-0.2042018537590105,-0.18647351132822293,0.018430129254781668,1.075905692926957
67,-27.273889,28.49,19-01-2011,11580.5,9175.0,8519.5,7796.0,9511.0,8491.5,0.0981200957731783,-0.11589699115896936,0.03704540959055053,0.15228855721392962,1.1200612377082833
68,-27.3,28.586944,19-01-2011,14729.5,9636.0,14706.5,11441.5,9999.0,8561.0,0.1912974907495392,-0.20904557673759946,-0.20829824381226167,0.0007813561625220792,1.1679710314215492
69,-27.044444,27.005,19-01-2011,17146.5,9908.0,14033.0,10115.0,9561.0,8883.0,0.2840213423195721,-0.26755253285035663,-0.17229856731130624,0.09985727801921103,1.0763255656872557
70,-30.568333,29.422778,19-01-2011,16882.0,9099.0,12869.0,10284.0,8934.0,8398.0,0.3078710876975507,-0.29956506677956857,-0.17161325564457316,0.13488622231185463,1.0638247201714568
71,-30.570833,29.150556,19-01-2011,,,,,,,,,,,
72,-34.031944,22.053333,19-01-2011,9058.0,7859.0,8486.0,7822.0,7826.0,7784.0,0.0729684908789382,-0.07087545073003447,-0.03836035484857731,0.03260373917008646,1.0053956834532245
73,-33.13083,18.86278,19-01-2011,13384.0,10789.0,11208.0,10752.0,10860.0,9400.0,0.1041082329648568,-0.10735117693294127,-0.019048052007091792,0.08848405985686367,1.1553191489361578
74,-33.7075,18.97444444,19-01-2011,14052.5,9688.0,11466.5,9983.0,9907.0,8845.0,0.1730211398401462,-0.18384195783576512,-0.08407194686709644,0.10133625925780752,1.1200678349349789
75,-25.57877778,29.12747222,19-01-2011,13626.0,10287.5,16075.0,13336.5,11728.5,9305.5,0.0748387860143166,-0.13960733476906292,-0.21953532479848187,-0.08245513619070037,1.2603836440814435
76,-26.006389,29.253889,20-01-2011,,,,,,,,,,,
77,-27.02314,28.59389,20-01-2011,11340.0,9893.0,11208.0,9853.0,10060.0,8858.0,0.0598130841121492,-0.06814863655630356,-0.062319321359177,0.005854177754124509,1.1356965454955843
78,-30.679722,26.7125,20-01-2011,13331.5,10548.0,7805.5,7659.0,11999.0,9328.0,0.0526045676161147,-0.11656441717791363,0.14942653989702157,0.261437290060083,1.286342195540295
79,-28.460833,21.248889,20-01-2011,15107.0,11862.0,12899.0,11587.5,12598.0,10731.0,0.0905612705287851,-0.1203233341985238,-0.04188037639836824,0.0788402485181744,1.1739819215357266
80,-30.77586667,29.03221667,20-01-2011,,,,,,,,,,,
81,-24.925278,29.324444,21-01-2011,13307.0,9348.5,13905.0,11688.5,9449.0,8789.0,0.1695377043417113,-0.1747257840259532,-0.19594899692519324,-0.021975599000440903,1.0750938673341557
82,-28.460833,21.248889,21-01-2011,15107.0,11862.0,12899.0,11587.5,12598.0,10731.0,0.0905612705287851,-0.1203233341985238,-0.04188037639836824,0.0788402485181744,1.1739819215357266
83,-24.679167,30.8025,24-01-2011,11731.0,9415.5,14106.0,12725.0,10177.5,8873.0,0.0709085514754544,-0.10949802567800768,-0.19941330272303978,-0.0919224368154194,1.1470190465456875
84,-25.99136,27.84208,24-01-2011,17846.0,11441.0,15773.5,12237.5,11574.0,10533.5,0.2131883072739625,-0.21869771571004126,-0.1591982215363128,0.06164577105548844,1.0987800825936194
85,-25.49037,30.6986,24-01-2011,9839.0,8325.0,8579.0,8102.0,8241.5,8082.5,0.0883548574431012,-0.08335168465095749,-0.015026029342167447,0.06841133673580156,1.0196721311475283
86,-26.970278,27.211111,24-01-2011,10080.0,11040.0,7807.5,7735.0,11496.0,9772.0,-0.065628476084538,0.04545454545454524,0.17150815758058008,0.127044025157232,1.176422431436746
87,-27.671111,27.236944,24-01-2011,15423.0,11010.5,13797.5,11795.0,11624.5,9758.5,0.1404381181255194,-0.16692832958178008,-0.11234279264753261,0.055628753785869324,1.1912179125890128
88,-27.356667,27.286389,24-01-2011,16487.0,9363.0,12018.0,9248.0,9120.0,8714.5,0.2876947709610642,-0.27558994197291964,-0.1241756699873714,0.15677951236625098,1.0465316426645126
89,-27.01011111,26.69808333,25-01-2011,11884.5,10504.0,8928.5,8266.5,10728.5,9412.5,0.0511210365718832,-0.06166112066462666,0.08107551781808785,0.14202661797914698,1.1398140770252203
90,-26.98472222,26.63227778,25-01-2011,13683.0,10207.0,14011.5,11585.0,10148.5,9416.5,0.1483121079243851,-0.14550020929259044,-0.15709065383900672,-0.01186156095975731,1.0777358891307696
91,-27.398611,26.614722,25-01-2011,16073.5,9888.0,12823.0,10403.5,9602.0,9251.0,0.2520496192868678,-0.23825664926910914,-0.1292325304918316,0.1124876715173114,1.0379418441249482
92,-33.818056,19.694722,25-01-2011,,,,,,,,,,,
93,-25.45963889,28.26430556,25-01-2011,13758.0,10141.0,14462.0,12486.5,11143.5,9140.0,0.104993675079814,-0.15134524457090193,-0.1756289883347552,-0.024946846208362777,1.2192013129102712
94,-33.897778,20.012778,25-01-2011,14547.0,9154.0,11855.0,9678.0,9119.0,8644.0,0.2293585734809421,-0.22754314163959233,-0.12856394878385394,0.10196197257783464,1.0549514113836065
95,-25.81048333,27.90955222,26-01-2011,16735.5,9753.5,13636.0,10516.5,9498.0,8760.5,0.2758877008405273,-0.2635811091396419,-0.1659932875863094,0.10205291144658611,1.0841846926545164
96,-34.065833,20.404167,26-01-2011,13535.0,8387.0,10165.0,8604.0,8402.0,8061.0,0.2339882390481824,-0.2348325882674928,-0.09583872358775283,0.14219409282700363,1.0423024438655124
97,-24.058889,31.237222,26-01-2011,14874.0,9423.5,13326.5,10878.0,9516.0,8661.0,0.2196801968019671,-0.22432349007099406,-0.17156043956043882,0.05487491356536212,1.0987183927952766
98,-26.648056,27.089444,26-01-2011,19992.0,9598.0,13046.5,9580.0,8963.5,8573.0,0.3808775534872464,-0.35126732004055305,-0.1522886352094321,0.21022443512871283,1.0455499825031955
99,-26.880278,26.965,26-01-2011,14616.0,9659.0,14087.0,10936.5,9355.0,8695.0,0.2194735305160393,-0.2042018537590105,-0.18647351132822293,0.018430129254781668,1.075905692926957
100,-27.273889,28.49,26-01-2011,11580.5,9175.0,8519.5,7796.0,9511.0,8491.5,0.0981200957731783,-0.11589699115896936,0.03704540959055053,0.15228855721392962,1.1200612377082833
101,-27.044444,27.005,26-01-2011,17146.5,9908.0,14033.0,10115.0,9561.0,8883.0,0.2840213423195721,-0.26755253285035663,-0.17229856731130624,0.09985727801921103,1.0763255656872557
102,-34.092222,21.295278,26-01-2011,14913.0,9683.0,14389.0,11883.0,9961.0,8739.0,0.1990833802363906,-0.21263620100829317,-0.19549684280491778,0.01788273837963273,1.1398329328298302
103,-27.02314,28.59389,27-01-2011,11340.0,9893.0,11208.0,9853.0,10060.0,8858.0,0.0598130841121492,-0.06814863655630356,-0.062319321359177,0.005854177754124509,1.1356965454955843
104,-26.73806,27.59194,27-01-2011,9156.0,9303.0,8008.5,7740.0,9016.5,8913.5,0.0076764341725133,0.007963594994311676,0.07477688241920069,0.06685309796382029,1.0115555056935994
105,-28.760833,17.730278,30-01-2011,11190.0,11500.0,7638.0,7645.0,12802.0,9593.0,-0.0671890630210067,0.01366240634640805,0.20179747100010348,0.18865519439133108,1.3345147503387749
106,-26.861111,28.884722,31-01-2011,17864.0,9620.0,13916.0,10879.5,9304.5,8692.0,0.315052358429798,-0.29995633823315276,-0.18252889191026436,0.12422907488986745,1.0704670961803835
107,-26.73806,27.59194,31-01-2011,9156.0,9303.0,8008.5,7740.0,9016.5,8913.5,0.0076764341725133,0.007963594994311676,0.07477688241920069,0.06685309796382029,1.0115555056935994
108,-25.127778,27.628889,01-02-2011,8153.5,5285.0,7924.0,5974.5,5247.5,5029.0,0.2168494888441144,-0.21345388250176572,-0.19978802331743356,0.014274607370548816,1.0434480015907528
109,-24.69514,27.40906,01-02-2011,15802.0,10738.0,11870.0,9441.0,10400.0,9752.0,0.2061674681322028,-0.19080633006782144,-0.05007077140835081,0.14209309048858002,1.0664479081214
110,-27.363611,31.783333,01-02-2011,18160.5,9281.0,13353.0,9826.0,8994.0,8437.0,0.3375683588355509,-0.3235792504054067,-0.17990633560130698,0.1525536674758432,1.0660187270356636
111,-27.802778,28.768333,01-02-2011,13428.0,9906.5,11604.5,9706.5,10284.5,8951.0,0.132567211386399,-0.15091388287728408,-0.07893635814234541,0.0728453011085586,1.148977767847155
112,-29.160278,26.573333,01-02-2011,,,,,,,,,,,
113,-34.329722,18.990278,01-02-2011,11053.5,9033.5,12742.0,11808.5,9648.5,8705.5,0.0678678388561488,-0.10056255289490666,-0.17030607793161964,-0.07095879473009574,1.1083223249669625
114,-25.20639,27.558,02-02-2011,14578.5,10716.0,10909.5,9248.5,10416.5,10184.0,0.1665133026605314,-0.15270118009843978,-0.00894776999375733,0.143950094161958,1.022829929300854
115,-23.281,30.54305556,03-02-2011,16062.5,11408.5,17421.0,14683.5,11829.5,10896.5,0.151763946651369,-0.1694150194750822,-0.20855373835827815,-0.040572222139262495,1.0856238241637124
116,-28.801278,31.955389,03-02-2011,16009.5,9338.0,10742.5,9018.0,8984.5,8298.0,0.2810674561894843,-0.26320149916165203,-0.06994347750304988,0.1968824760765543,1.0827307785008304
117,-27.00222,28.76528,03-02-2011,11704.5,9883.0,10504.0,9608.5,10259.5,8984.5,0.0657894736842102,-0.08437753329473037,-0.03046058762937151,0.05405587950559446,1.1419110690633745
118,-27.02314,28.59389,03-02-2011,11340.0,9893.0,11208.0,9853.0,10060.0,8858.0,0.0598130841121492,-0.06814863655630356,-0.062319321359177,0.005854177754124509,1.1356965454955843
119,-27.3,28.586944,03-02-2011,14729.5,9636.0,14706.5,11441.5,9999.0,8561.0,0.1912974907495392,-0.20904557673759946,-0.20829824381226167,0.0007813561625220792,1.1679710314215492
120,-30.679722,26.7125,03-02-2011,13331.5,10548.0,7805.5,7659.0,11999.0,9328.0,0.0526045676161147,-0.11656441717791363,0.14942653989702157,0.261437290060083,1.286342195540295
121,-28.460833,21.248889,03-02-2011,15107.0,11862.0,12899.0,11587.5,12598.0,10731.0,0.0905612705287851,-0.1203233341985238,-0.04188037639836824,0.0788402485181744,1.1739819215357266
122,-28.460833,21.248889,04-02-2011,15107.0,11862.0,12899.0,11587.5,12598.0,10731.0,0.0905612705287851,-0.1203233341985238,-0.04188037639836824,0.0788402485181744,1.1739819215357266
123,-29.140556,31.391944,07-02-2011,13588.5,11801.5,8424.5,8338.5,12771.5,9988.0,0.0309939301972684,-0.0703820401732963,0.1669633145456335,0.23458865216008618,1.278684421305554
124,-25.99136,27.84208,07-02-2011,17846.0,11441.0,15773.5,12237.5,11574.0,10533.5,0.2131883072739625,-0.21869771571004126,-0.1591982215363128,0.06164577105548844,1.0987800825936194
125,-24.058889,31.237222,07-02-2011,14874.0,9423.5,13326.5,10878.0,9516.0,8661.0,0.2196801968019671,-0.22432349007099406,-0.17156043956043882,0.05487491356536212,1.0987183927952766
126,-26.73806,27.59194,07-02-2011,9156.0,9303.0,8008.5,7740.0,9016.5,8913.5,0.0076764341725133,0.007963594994311676,0.07477688241920069,0.06685309796382029,1.0115555056935994
127,-30.86013889,29.07125,07-02-2011,14302.5,10977.0,9986.0,9142.0,12359.5,9687.5,0.0728752531693043,-0.1315492790601075,0.047273768067547364,0.1777178500113215,1.2758193548386965
128,-27.356667,27.286389,07-02-2011,16487.0,9363.0,12018.0,9248.0,9120.0,8714.5,0.2876947709610642,-0.27558994197291964,-0.1241756699873714,0.15677951236625098,1.0465316426645126
129,-28.058889,30.373611,07-02-2011,14916.0,9121.5,13432.5,10732.5,9152.0,8391.5,0.2394881170018271,-0.24106084243369635,-0.19114126097366238,0.052330811154029135,1.0906274206041695
130,-27.01011111,26.69808333,08-02-2011,11884.5,10504.0,8928.5,8266.5,10728.5,9412.5,0.0511210365718832,-0.06166112066462666,0.08107551781808785,0.14202661797914698,1.1398140770252203
131,-27.169444,29.233889,08-02-2011,6423.0,4775.0,7238.0,5974.5,4762.5,4348.0,0.1484511197532506,-0.14716913734595333,-0.20502788645633727,-0.05965888295146724,1.0953311867525046
132,-26.98472222,26.63227778,08-02-2011,13683.0,10207.0,14011.5,11585.0,10148.5,9416.5,0.1483121079243851,-0.14550020929259044,-0.15709065383900672,-0.01186156095975731,1.0777358891307696
133,-27.398611,26.614722,08-02-2011,16073.5,9888.0,12823.0,10403.5,9602.0,9251.0,0.2520496192868678,-0.23825664926910914,-0.1292325304918316,0.1124876715173114,1.0379418441249482
134,-27.573056,24.746389,08-02-2011,16795.0,9843.5,11932.0,9335.0,9470.0,8624.5,0.2788882543308575,-0.2609568857105308,-0.09591054166379603,0.16928325268910724,1.0980346686764322
135,-33.501667,21.624167,08-02-2011,,,,,,,,,,,
136,-32.502778,19.535833,08-02-2011,17155.5,12813.5,19379.0,16705.0,14377.0,10543.5,0.0881154364544514,-0.14488304581400732,-0.2039450182495917,-0.06086028274644497,1.3635889410537168
137,-25.45963889,28.26430556,08-02-2011,13758.0,10141.0,14462.0,12486.5,11143.5,9140.0,0.104993675079814,-0.15134524457090193,-0.1756289883347552,-0.024946846208362777,1.2192013129102712
138,-26.970278,27.211111,09-02-2011,10080.0,11040.0,7807.5,7735.0,11496.0,9772.0,-0.065628476084538,0.04545454545454524,0.17150815758058008,0.127044025157232,1.176422431436746
139,-27.273889,28.49,09-02-2011,11580.5,9175.0,8519.5,7796.0,9511.0,8491.5,0.0981200957731783,-0.11589699115896936,0.03704540959055053,0.15228855721392962,1.1200612377082833
140,-28.69485,28.23487,09-02-2011,13662.0,8970.0,11290.5,9326.5,9143.0,8302.5,0.1981582986187231,-0.2073170731707308,-0.11453320500481176,0.09504057709648295,1.1012345679012212
141,-28.883333,27.89,09-02-2011,14161.0,8894.5,11600.0,9436.5,8863.5,8220.5,0.2300810006731949,-0.22842705645073746,-0.13201102734880027,0.09941384263033229,1.0782190864302528
142,-27.02314,28.59389,10-02-2011,11340.0,9893.0,11208.0,9853.0,10060.0,8858.0,0.0598130841121492,-0.06814863655630356,-0.062319321359177,0.005854177754124509,1.1356965454955843
143,-30.679722,26.7125,10-02-2011,11656.0,10604.0,7940.5,7622.0,11522.0,9236.0,0.0057813443782897,-0.04725965858041309,0.14362749063064445,0.18960018370627313,1.2475097444781156
144,-30.534167,24.961944,10-02-2011,14995.5,10973.5,13539.0,11235.5,10943.5,9896.0,0.1562126527622493,-0.15487696869344159,-0.10466088730239631,0.05104347368974382,1.105850848827798
145,-34.031944,22.053333,10-02-2011,9058.0,7859.0,8486.0,7822.0,7826.0,7784.0,0.0729684908789382,-0.07087545073003447,-0.03836035484857731,0.03260373917008646,1.0053956834532245
146,-34.039722,22.133333,10-02-2011,13349.0,9110.0,13481.0,11528.0,9676.5,8433.5,0.1594970793250954,-0.18874393338973158,-0.19348413084856717,-0.004919865821841204,1.1473883915337506
147,-32.595833,19.009444,10-02-2011,15433.0,10038.0,14735.0,11928.0,10425.0,9119.0,0.1936731379070299,-0.2118095088532048,-0.18960158236789978,0.02313709891275516,1.1432174580545986
148,-28.801278,31.955389,11-02-2011,16009.5,9338.0,10742.5,9018.0,8984.5,8298.0,0.2810674561894843,-0.26320149916165203,-0.06994347750304988,0.1968824760765543,1.0827307785008304
149,-29.658056,25.973333,11-02-2011,13261.5,10901.5,11641.0,9597.0,11325.0,9528.0,0.0787627356476111,-0.0976699913090258,-0.03280470222912262,0.06507378777231176,1.1886020151133376
